Aseguradora;Edad;Precio;Indemnizacion
map_01;62;29,44 €;12.000 €
map_01;63;29,44 €;12.000 €
map_01;64;40,38 €;12.000 €
map_01;65;40,38 €;12.000 €
map_01;66;40,38 €;12.000 €
map_01;67;40,38 €;12.000 €
map_01;68;40,38 €;12.000 €
map_01;69;40,38 €;12.000 €
map_01;1;8,23 €;30.000 €
map_01;2;8,23 €;30.000 €
map_01;3;8,23 €;30.000 €
map_01;4;8,23 €;30.000 €
map_01;5;8,23 €;30.000 €
map_01;6;8,23 €;30.000 €
map_01;7;8,23 €;30.000 €
map_01;8;8,23 €;30.000 €
map_01;9;8,23 €;30.000 €
map_01;10;8,23 €;30.000 €
map_01;11;8,23 €;30.000 €
map_01;12;8,23 €;30.000 €
map_01;13;8,23 €;30.000 €
map_01;14;8,23 €;30.000 €
map_01;15;8,23 €;30.000 €
map_01;16;8,23 €;30.000 €
map_01;17;8,23 €;30.000 €
map_01;18;8,23 €;30.000 €
map_01;19;8,23 €;30.000 €
map_01;20;8,23 €;30.000 €
map_01;21;8,23 €;30.000 €
map_01;22;8,23 €;30.000 €
map_01;23;8,23 €;30.000 €
map_01;24;8,23 €;30.000 €
map_01;25;8,23 €;30.000 €
map_01;26;8,23 €;30.000 €
map_01;27;8,23 €;30.000 €
map_01;28;8,23 €;30.000 €
map_01;29;8,23 €;30.000 €
map_01;30;8,63 €;30.000 €
map_01;31;8,63 €;30.000 €
map_01;32;8,63 €;30.000 €
map_01;33;8,63 €;30.000 €
map_01;34;8,63 €;30.000 €
map_01;35;10,00 €;30.000 €
map_01;36;10,00 €;30.000 €
map_01;37;10,00 €;30.000 €
map_01;38;10,00 €;30.000 €
map_01;39;10,00 €;30.000 €
map_01;40;12,63 €;30.000 €
map_01;41;12,63 €;30.000 €
map_01;42;12,63 €;30.000 €
map_01;43;12,63 €;30.000 €
map_01;44;12,63 €;30.000 €
map_01;45;19,15 €;30.000 €
map_01;46;19,15 €;30.000 €
map_01;47;19,15 €;30.000 €
map_01;48;19,15 €;30.000 €
map_01;49;19,15 €;30.000 €
map_01;50;28,14 €;30.000 €
map_01;51;28,14 €;30.000 €
map_01;52;28,14 €;30.000 €
map_01;53;28,14 €;30.000 €
map_01;54;28,14 €;30.000 €
map_01;55;51,34 €;30.000 €
map_01;56;51,34 €;30.000 €
map_01;57;51,34 €;30.000 €
map_01;58;51,34 €;30.000 €
map_01;59;51,34 €;30.000 €
map_01;60;73,23 €;30.000 €
map_01;61;73,23 €;30.000 €
map_01;62;73,23 €;30.000 €
map_01;63;73,23 €;30.000 €
map_01;64;73,23 €;30.000 €
map_01;65;100,58 €;30.000 €
map_01;66;100,58 €;30.000 €
map_01;67;100,58 €;30.000 €
map_01;68;100,58 €;30.000 €
map_01;69;100,58 €;30.000 €
map_01;1;13,57 €;50.000 €
map_01;2;13,57 €;50.000 €
map_01;3;13,57 €;50.000 €
map_01;4;13,57 €;50.000 €
map_01;5;13,57 €;50.000 €
map_01;6;13,57 €;50.000 €
map_01;7;13,57 €;50.000 €
map_01;8;13,57 €;50.000 €
map_01;9;13,57 €;50.000 €
map_01;10;13,57 €;50.000 €
map_01;11;13,57 €;50.000 €
map_01;12;13,57 €;50.000 €
map_01;13;13,57 €;50.000 €
map_01;14;13,57 €;50.000 €
map_01;15;13,57 €;50.000 €
map_01;16;13,57 €;50.000 €
map_01;17;13,57 €;50.000 €
map_01;18;13,57 €;50.000 €
map_01;19;13,57 €;50.000 €
map_01;20;13,57 €;50.000 €
map_01;21;13,57 €;50.000 €
map_01;22;13,57 €;50.000 €
map_01;23;13,57 €;50.000 €
map_01;24;13,57 €;50.000 €
map_01;25;13,57 €;50.000 €
map_01;26;13,57 €;50.000 €
map_01;27;13,57 €;50.000 €
map_01;28;13,57 €;50.000 €
map_01;29;13,57 €;50.000 €
map_01;30;14,24 €;50.000 €
map_01;31;14,24 €;50.000 €
map_01;32;14,24 €;50.000 €
map_01;33;14,24 €;50.000 €
map_01;34;14,24 €;50.000 €
map_01;35;16,52 €;50.000 €
map_01;36;16,52 €;50.000 €
map_01;37;16,52 €;50.000 €
map_01;38;16,52 €;50.000 €
map_01;39;16,52 €;50.000 €
map_01;40;20,90 €;50.000 €
map_01;41;20,90 €;50.000 €
map_01;42;20,90 €;50.000 €
map_01;43;20,90 €;50.000 €
map_01;44;20,90 €;50.000 €
map_01;45;31,78 €;50.000 €
map_01;46;31,78 €;50.000 €
map_01;47;31,78 €;50.000 €
map_01;48;31,78 €;50.000 €
map_01;49;31,78 €;50.000 €
map_01;50;46,75 €;50.000 €
map_01;51;46,75 €;50.000 €
map_01;52;46,75 €;50.000 €
map_01;53;46,75 €;50.000 €
map_01;54;46,75 €;50.000 €
map_01;55;85,42 €;50.000 €
map_01;56;85,42 €;50.000 €
map_01;57;85,42 €;50.000 €
map_01;58;85,42 €;50.000 €
map_01;59;85,42 €;50.000 €
map_01;60;121,91 €;50.000 €
map_01;61;121,91 €;50.000 €
map_01;62;121,91 €;50.000 €
map_01;63;121,91 €;50.000 €
map_01;64;121,91 €;50.000 €
map_01;65;167,47 €;50.000 €
map_01;66;167,47 €;50.000 €
map_01;67;167,47 €;50.000 €
map_01;68;167,47 €;50.000 €
map_01;69;167,47 €;50.000 €
map_01;1;16,24 €;60.000 €
map_01;2;16,24 €;60.000 €
map_01;3;16,24 €;60.000 €
map_01;4;16,24 €;60.000 €
map_01;5;16,24 €;60.000 €
map_01;6;16,24 €;60.000 €
map_01;7;16,24 €;60.000 €
map_01;8;16,24 €;60.000 €
map_01;9;16,24 €;60.000 €
map_01;10;16,24 €;60.000 €
map_01;11;16,24 €;60.000 €
map_01;12;16,24 €;60.000 €
map_01;13;16,24 €;60.000 €
map_01;14;16,24 €;60.000 €
map_01;15;16,24 €;60.000 €
map_01;16;16,24 €;60.000 €
map_01;17;16,24 €;60.000 €
map_01;18;16,24 €;60.000 €
map_01;19;16,24 €;60.000 €
map_01;20;16,24 €;60.000 €
map_01;21;16,24 €;60.000 €
map_01;22;16,24 €;60.000 €
map_01;23;16,24 €;60.000 €
map_01;24;16,24 €;60.000 €
map_01;25;16,24 €;60.000 €
map_01;26;16,24 €;60.000 €
map_01;27;16,24 €;60.000 €
map_01;28;16,24 €;60.000 €
map_01;29;16,24 €;60.000 €
map_01;30;17,06 €;60.000 €
map_01;31;17,06 €;60.000 €
map_01;32;17,06 €;60.000 €
map_01;33;17,06 €;60.000 €
map_01;34;17,06 €;60.000 €
map_01;35;29,55 €;60.000 €
map_01;36;29,55 €;60.000 €
map_01;37;29,55 €;60.000 €
map_01;38;29,55 €;60.000 €
map_01;39;29,55 €;60.000 €
map_01;40;37,44 €;60.000 €
map_01;41;37,44 €;60.000 €
map_01;42;37,44 €;60.000 €
map_01;43;37,44 €;60.000 €
map_01;44;37,44 €;60.000 €
map_01;45;57,01 €;60.000 €
map_01;46;57,01 €;60.000 €
map_01;47;57,01 €;60.000 €
map_01;48;57,01 €;60.000 €
map_01;49;57,01 €;60.000 €
map_01;50;83,99 €;60.000 €
map_01;51;83,99 €;60.000 €
map_01;52;83,99 €;60.000 €
map_01;53;83,99 €;60.000 €
map_01;54;83,99 €;60.000 €
map_01;55;153,57 €;60.000 €
map_01;56;153,57 €;60.000 €
map_01;57;153,57 €;60.000 €
map_01;58;153,57 €;60.000 €
map_01;59;153,57 €;60.000 €
map_01;60;219,27 €;60.000 €
map_01;61;219,27 €;60.000 €
map_01;62;219,27 €;60.000 €
map_01;63;219,27 €;60.000 €
map_01;64;219,27 €;60.000 €
map_01;65;301,25 €;60.000 €
map_01;66;301,25 €;60.000 €
map_01;67;301,25 €;60.000 €
map_01;68;301,25 €;60.000 €
map_01;69;301,25 €;60.000 €
map_01;1;24,24 €;90.000 €
map_01;2;24,24 €;90.000 €
map_01;3;24,24 €;90.000 €
map_01;4;24,24 €;90.000 €
map_01;5;24,24 €;90.000 €
map_01;6;24,24 €;90.000 €
map_01;7;24,24 €;90.000 €
map_01;8;24,24 €;90.000 €
map_01;9;24,24 €;90.000 €
map_01;10;24,24 €;90.000 €
map_01;11;24,24 €;90.000 €
map_01;12;24,24 €;90.000 €
map_01;13;24,24 €;90.000 €
map_01;14;24,24 €;90.000 €
map_01;15;24,24 €;90.000 €
map_01;16;24,24 €;90.000 €
map_01;17;24,24 €;90.000 €
map_01;18;24,24 €;90.000 €
map_01;19;24,24 €;90.000 €
map_01;20;24,24 €;90.000 €
map_01;21;24,24 €;90.000 €
map_01;22;24,24 €;90.000 €
map_01;23;24,24 €;90.000 €
map_01;24;24,24 €;90.000 €
map_01;25;24,24 €;90.000 €
map_01;26;24,24 €;90.000 €
map_01;27;24,24 €;90.000 €
map_01;28;24,24 €;90.000 €
map_01;29;24,24 €;90.000 €
map_01;30;25,45 €;90.000 €
map_01;31;25,45 €;90.000 €
map_01;32;25,45 €;90.000 €
map_01;33;25,45 €;90.000 €
map_01;34;25,45 €;90.000 €
map_01;35;29,55 €;90.000 €
map_01;36;29,55 €;90.000 €
map_01;37;29,55 €;90.000 €
map_01;38;29,55 €;90.000 €
map_01;39;29,55 €;90.000 €
map_01;40;37,44 €;90.000 €
map_01;41;37,44 €;90.000 €
map_01;42;37,44 €;90.000 €
map_01;43;37,44 €;90.000 €
map_01;44;37,44 €;90.000 €
map_01;45;57,01 €;90.000 €
map_01;46;57,01 €;90.000 €
map_01;47;57,01 €;90.000 €
map_01;48;57,01 €;90.000 €
map_01;49;57,01 €;90.000 €
map_01;50;83,99 €;90.000 €
map_01;51;83,99 €;90.000 €
map_01;52;83,99 €;90.000 €
map_01;53;83,99 €;90.000 €
map_01;54;83,99 €;90.000 €
map_01;55;153,57 €;90.000 €
map_01;56;153,57 €;90.000 €
map_01;57;153,57 €;90.000 €
map_01;58;153,57 €;90.000 €
map_01;59;153,57 €;90.000 €
map_01;60;219,27 €;90.000 €
map_01;61;219,27 €;90.000 €
map_01;62;219,27 €;90.000 €
map_01;63;219,27 €;90.000 €
map_01;64;219,27 €;90.000 €
map_01;65;301,25 €;90.000 €
map_01;66;301,25 €;90.000 €
map_01;67;301,25 €;90.000 €
map_01;68;301,25 €;90.000 €
map_01;69;301,25 €;90.000 €
map_01;1;26,90 €;100.000 €
map_01;2;26,90 €;100.000 €
map_01;3;26,90 €;100.000 €
map_01;4;26,90 €;100.000 €
map_01;5;26,90 €;100.000 €
map_01;6;26,90 €;100.000 €
map_01;7;26,90 €;100.000 €
map_01;8;26,90 €;100.000 €
map_01;9;26,90 €;100.000 €
map_01;10;26,90 €;100.000 €
map_01;11;26,90 €;100.000 €
map_01;12;26,90 €;100.000 €
map_01;13;26,90 €;100.000 €
map_01;14;26,90 €;100.000 €
map_01;15;26,90 €;100.000 €
map_01;16;26,90 €;100.000 €
map_01;17;26,90 €;100.000 €
map_01;18;26,90 €;100.000 €
map_01;19;26,90 €;100.000 €
map_01;20;26,90 €;100.000 €
map_01;21;26,90 €;100.000 €
map_01;22;26,90 €;100.000 €
map_01;23;26,90 €;100.000 €
map_01;24;26,90 €;100.000 €
map_01;25;26,90 €;100.000 €
map_01;26;26,90 €;100.000 €
map_01;27;26,90 €;100.000 €
map_01;28;26,90 €;100.000 €
map_01;29;26,90 €;100.000 €
map_01;30;28,27 €;100.000 €
map_01;31;28,27 €;100.000 €
map_01;32;28,27 €;100.000 €
map_01;33;28,27 €;100.000 €
map_01;34;28,27 €;100.000 €
map_01;35;32,81 €;100.000 €
map_01;36;32,81 €;100.000 €
map_01;37;32,81 €;100.000 €
map_01;38;32,81 €;100.000 €
map_01;39;32,81 €;100.000 €
map_01;40;41,57 €;100.000 €
map_01;41;41,57 €;100.000 €
map_01;42;41,57 €;100.000 €
map_01;43;41,57 €;100.000 €
map_01;44;41,57 €;100.000 €
map_01;45;63,31 €;100.000 €
map_01;46;63,31 €;100.000 €
map_01;47;63,31 €;100.000 €
map_01;48;63,31 €;100.000 €
map_01;49;63,31 €;100.000 €
map_01;50;93,29 €;100.000 €
map_01;51;93,29 €;100.000 €
map_01;52;93,29 €;100.000 €
map_01;53;93,29 €;100.000 €
map_01;54;93,29 €;100.000 €
map_01;55;170,62 €;100.000 €
map_01;56;170,62 €;100.000 €
map_01;57;170,62 €;100.000 €
map_01;58;170,62 €;100.000 €
map_01;59;170,62 €;100.000 €
map_01;60;243,61 €;100.000 €
map_01;61;243,61 €;100.000 €
map_01;62;243,61 €;100.000 €
map_01;63;243,61 €;100.000 €
map_01;64;243,61 €;100.000 €
map_01;65;334,70 €;100.000 €
map_01;66;334,70 €;100.000 €
map_01;67;334,70 €;100.000 €
map_01;68;334,70 €;100.000 €
map_01;69;334,70 €;100.000 €
